"role_id","title","role","area_id","chamber_id","contest_id"
,"Regional deputy",5,,880,880
,"Regional deputy",5,,881,881
,"Regional deputy",5,,882,882
,"Regional deputy",5,,883,883
,"Regional deputy",5,,884,884
,"Regional deputy",5,,885,885
,"Regional deputy",5,,886,886
,"Regional deputy",5,,887,887
,"Regional deputy",5,,888,888
,"Regional deputy",5,,889,889
,"Regional deputy",5,,890,890
,"Regional deputy",5,,891,891
,"Regional deputy",5,,892,892
,"Regional deputy",5,,893,893
,"Regional deputy",5,,894,894
,"Regional deputy",5,,895,895
,"Regional deputy",5,,896,896
,"Regional deputy",5,,897,897
,"Regional deputy",5,,898,898
,"Regional deputy",5,,899,899
,"Regional deputy",5,,900,900
,"Regional deputy",5,,901,901
,"Regional deputy",5,,902,902
,"Regional deputy",5,,903,903
,"Regional deputy",5,,904,904
,"Regional deputy",5,,905,905
,"Regional deputy",5,,906,906
,"Regional deputy",5,,907,907
,"Regional deputy",5,,908,908
,"Regional deputy",5,,909,909
,"Regional deputy",5,,910,910
,"Regional deputy",5,,911,911
,"Regional deputy",5,,912,912
,"Regional deputy",5,,913,913
,"Regional deputy",5,,914,914
,"Regional deputy",5,,915,915
,"Regional deputy",5,,916,916
,"Regional deputy",5,,917,917
,"Regional deputy",5,,918,918
,"Regional deputy",5,,919,919
,"Regional deputy",5,,920,920
,"Regional deputy",5,,921,921
,"Regional deputy",5,,922,922
,"Regional deputy",5,,923,923
,"Regional deputy",5,,924,924
,"Regional deputy",5,,925,925
,"Regional deputy",5,,926,926
,"Regional deputy",5,,927,927
,"Regional deputy",5,,928,928
,"Regional deputy",5,,929,929
,"Regional deputy",5,,930,930
,"Regional deputy",5,,931,931
,"Regional deputy",5,,932,932
,"Regional deputy",5,,933,933
,"Regional deputy",5,,934,934
,"Regional deputy",5,,935,935
,"Regional deputy",5,,936,936
,"Regional deputy",5,,937,937
,"Regional deputy",5,,938,938
,"Regional deputy",5,,939,939
,"Regional deputy",5,,940,940
,"Regional deputy",5,,941,941
,"Regional deputy",5,,942,942
,"Regional deputy",5,,943,943
,"Regional deputy",5,,944,944
,"Regional deputy",5,,945,945
,"Regional deputy",5,,946,946
,"Regional deputy",5,,947,947
,"Regional deputy",5,,948,948
,"Regional deputy",5,,949,949
,"Regional deputy",5,,950,950
,"Regional deputy",5,,951,951
,"Regional deputy",5,,952,952
,"Regional deputy",5,,953,953
,"Regional deputy",5,,954,954
,"Regional deputy",5,,955,955
,"Regional deputy",5,,956,956
,"Regional deputy",5,,957,957
,"Regional deputy",5,,958,958
,"Regional deputy",5,,959,959
,"Regional deputy",5,,960,960
,"Regional deputy",5,,961,961
,"Regional deputy",5,,962,962
,"Regional deputy",5,,963,963
,"Regional deputy",5,,964,964
,"Regional deputy",5,,965,965
,"Regional deputy",5,,966,966
,"Regional deputy",5,,967,967
,"Regional deputy",5,,968,968
,"Regional deputy",5,,969,969
,"Regional deputy",5,,970,970
,"Regional deputy",5,,971,971
,"Regional deputy",5,,972,972
,"Regional deputy",5,,973,973
,"Regional deputy",5,,974,974
,"Regional deputy",5,,975,975
,"Regional deputy",5,,976,976
,"Regional deputy",5,,977,977
,"Regional deputy",5,,978,978
,"Regional deputy",5,,979,979
,"Regional deputy",5,,980,980
,"Regional deputy",5,,981,981
,"Regional deputy",5,,982,982
,"Regional deputy",5,,983,983
,"Regional deputy",5,,984,984
,"Regional deputy",5,,985,985
,"Regional deputy",5,,986,986
,"Regional deputy",5,,987,987
,"Regional deputy",5,,988,988
,"Regional deputy",5,,989,989
,"Regional deputy",5,,990,990
,"Regional deputy",5,,991,991
,"Regional deputy",5,,992,992
,"Regional deputy",5,,993,993
,"Regional deputy",5,,994,994
,"Regional deputy",5,,995,995
,"Regional deputy",5,,996,996
,"Regional deputy",5,,997,997
,"Regional deputy",5,,998,998
,"Regional deputy",5,,999,999
,"Regional deputy",5,,1000,1000
,"Regional deputy",5,,1001,1001
,"Regional deputy",5,,1002,1002
,"Regional deputy",5,,1003,1003
,"Regional deputy",5,,1004,1004
,"Regional deputy",5,,1005,1005
,"Regional deputy",5,,1006,1006
,"Regional deputy",5,,1007,1007
,"Regional deputy",5,,1008,1008
,"Regional deputy",5,,1009,1009
,"Regional deputy",5,,1010,1010
,"Regional deputy",5,,1011,1011
,"Regional deputy",5,,1012,1012
,"Regional deputy",5,,1013,1013
,"Regional deputy",5,,1014,1014
,"Regional deputy",5,,1015,1015
,"Regional deputy",5,,1016,1016
,"Regional deputy",5,,1017,1017
,"Regional deputy",5,,1018,1018
,"Regional deputy",5,,1019,1019
,"Regional deputy",5,,1020,1020
,"Regional deputy",5,,1021,1021
,"Regional deputy",5,,1022,1022
,"Regional deputy",5,,1023,1023
,"Regional deputy",5,,1024,1024
,"Regional deputy",5,,1025,1025
,"Regional deputy",5,,1026,1026
,"Regional deputy",5,,1027,1027
,"Regional deputy",5,,1028,1028
,"Regional deputy",5,,1029,1029
,"Regional deputy",5,,1030,1030
,"Regional deputy",5,,1031,1031
,"Regional deputy",5,,1032,1032
,"Regional deputy",5,,1033,1033
,"Regional deputy",5,,1034,1034
,"Regional deputy",5,,1035,1035
,"Regional deputy",5,,1036,1036
,"Regional deputy",5,,1037,1037
,"Regional deputy",5,,1038,1038
,"Regional deputy",5,,1039,1039
,"Regional deputy",5,,1040,1040
,"Regional deputy",5,,1041,1041
,"Regional deputy",5,,1042,1042
,"Regional deputy",5,,1043,1043
,"Regional deputy",5,,1044,1044
,"Regional deputy",5,,1045,1045
,"Regional deputy",5,,1046,1046
,"Regional deputy",5,,1047,1047
,"Regional deputy",5,,1048,1048
,"Regional deputy",5,,1049,1049
,"Regional deputy",5,,1050,1050
,"Regional deputy",5,,1051,1051
,"Regional deputy",5,,1052,1052
,"Regional deputy",5,,1053,1053
,"Regional deputy",5,,1054,1054
,"Regional deputy",5,,1055,1055
,"Regional deputy",5,,1056,1056
,"Regional deputy",5,,1057,1057
,"Regional deputy",5,,1058,1058
,"Regional deputy",5,,1059,1059
,"Regional deputy",5,,1060,1060
,"Regional deputy",5,,1061,1061
,"Regional deputy",5,,1062,1062
,"Regional deputy",5,,1063,1063
,"Regional deputy",5,,1064,1064
,"Regional deputy",5,,1065,1065
,"Regional deputy",5,,1066,1066
,"Regional deputy",5,,1067,1067
,"Regional deputy",5,,1068,1068
,"Regional deputy",5,,1069,1069
,"Regional deputy",5,,1070,1070
,"Regional deputy",5,,1071,1071
,"Regional deputy",5,,1072,1072
,"Regional deputy",5,,1073,1073
,"Regional deputy",5,,1074,1074
,"Regional deputy",5,,1075,1075
,"Regional deputy",5,,1076,1076
,"Regional deputy",5,,1077,1077
,"Regional deputy",5,,1078,1078
,"Regional deputy",5,,1079,1079
,"Regional deputy",5,,1080,1080
,"Regional deputy",5,,1081,1081
,"Regional deputy",5,,1082,1082
,"Regional deputy",5,,1083,1083
,"Regional deputy",5,,1084,1084
,"Regional deputy",5,,1085,1085
,"Regional deputy",5,,1086,1086
,"Regional deputy",5,,1087,1087
,"Regional deputy",5,,1088,1088
,"Regional deputy",5,,1089,1089
,"Regional deputy",5,,1090,1090
,"Regional deputy",5,,1091,1091
,"Regional deputy",5,,1092,1092
,"Regional deputy",5,,1093,1093
,"Regional deputy",5,,1094,1094
,"Regional deputy",5,,1095,1095
,"Regional deputy",5,,1096,1096
,"Regional deputy",5,,1097,1097
,"Regional deputy",5,,1098,1098
,"Regional deputy",5,,1099,1099
,"Regional deputy",5,,1100,1100
,"Regional deputy",5,,1101,1101
,"Regional deputy",5,,1102,1102
,"Regional deputy",5,,1103,1103
,"Regional deputy",5,,1104,1104
,"Regional deputy",5,,1105,1105
,"Regional deputy",5,,1106,1106
,"Regional deputy",5,,1107,1107
,"Regional deputy",5,,1108,1108
,"Regional deputy",5,,1109,1109
,"Regional deputy",5,,1110,1110
,"Regional deputy",5,,1111,1111
,"Regional deputy",5,,1112,1112
,"Regional deputy",5,,1113,1113
,"Regional deputy",5,,1114,1114
,"Regional deputy",5,,1115,1115
,"Regional deputy",5,,1116,1116
,"Regional deputy",5,,1117,1117
,"Regional deputy",5,,1118,1118
,"Regional deputy",5,,1119,1119
,"Regional deputy",5,,1120,1120
,"Regional deputy",5,,1121,1121
,"Regional deputy",5,,1122,1122
,"Regional deputy",5,,1123,1123
,"Regional deputy",5,,1124,1124
,"Regional deputy",5,,1125,1125
,"Regional deputy",5,,1126,1126
,"Regional deputy",5,,1127,1127
,"Regional deputy",5,,1128,1128
,"Regional deputy",5,,1129,1129
,"Regional deputy",5,,1130,1130
,"Mayor",3,,1131,1131
,"Mayor",3,,1132,1132
,"Mayor",3,,1133,1133
,"Mayor",3,,1134,1134
,"Mayor",3,,1135,1135
1136,"President",6,,1136,1136
1137,"Deputy",2,1137,1137,1137
1138,"Deputy",2,1138,1138,1138
1139,"Deputy",2,1139,1139,1139
1140,"Deputy",2,1140,1140,1140
1141,"Deputy",2,1141,1141,1141
1142,"Deputy",2,1142,1142,1142
1143,"Deputy",2,1143,1143,1143
1144,"Mayor",3,1144,1144,1144
1145,"Mayor",3,1145,1145,1145
1146,"Mayor",3,1146,1146,1146
1147,"Mayor",3,1147,1147,1147
1148,"Mayor",3,1148,1148,1148
1149,"Mayor",3,1149,1149,1149
1150,"Mayor",3,1150,1150,1150
1151,"Mayor",3,1151,1151,1151
1152,"Mayor",3,1152,1152,1152
1153,"Mayor",3,1153,1153,1153
1154,"Mayor",3,1154,1154,1154
1155,"Mayor",3,1155,1155,1155
1156,"Mayor",3,1156,1156,1156
1157,"Mayor",3,1157,1157,1157
1158,"Mayor",3,1158,1158,1158
1159,"Mayor",3,1159,1159,1159
1160,"Mayor",3,1160,1160,1160
1161,"Mayor",3,1161,1161,1161
1162,"Mayor",3,1162,1162,1162
1163,"Mayor",3,1163,1163,1163
1164,"Mayor",3,1164,1164,1164
1165,"Deputy",2,1165,1165,1165
1166,"Deputy",2,1166,1166,1166
1167,"Deputy",2,1167,1167,1167
1168,"Deputy",2,1168,1168,1168
1169,"Deputy",2,1169,1169,1169
1170,"Senator",4,1170,1170,1170
1171,"Mayor",3,1171,1171,1171
1172,"Mayor",3,1172,1172,1172
1173,"Mayor",3,1173,1173,1173
1174,"Mayor",3,1174,1174,1174
1175,"Mayor",3,1175,1175,1175
1176,"Mayor",3,1176,1176,1176
1177,"Mayor",3,1177,1177,1177
1178,"Mayor",3,1178,1178,1178
1179,"Mayor",3,1179,1179,1179
